%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1724183040796933174,8935,1724183040796933174,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012719829656288003,0.9999991910293403,0.0,0.0,0.0,0.0,0.0,-0.001496143107842641
1724183040806177378,8936,1724183040806177378,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0011390797628715004,0.9999993512484364,0.0,0.0,0.0,0.0,0.0,0.003500040889504573
1724183040836623192,8937,1724183040836623192,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010857989986565169,0.9999994105200936,0.0,0.0,0.0,0.0,0.0,0.003500040889504573
1724183040865818977,8938,1724183040865818977,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010811099091120502,0.9999994156005114,0.0,0.0,0.0,0.0,0.0,8.962108842360901e-05
1724183040896690845,8939,1724183040896690845,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010797265247075264,0.9999994170951461,0.0,0.0,0.0,0.0,0.0,8.962108842360901e-05
1724183040925501585,8940,1724183040925501585,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012552532266919569,0.999999212169358,0.0,0.0,0.0,0.0,0.0,-0.0015924793509176163
1724183040956619263,8941,1724183040956619263,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012800303363677554,0.9999991807608334,0.0,0.0,0.0,0.0,0.0,-0.0015924793509176163
1724183040985631227,8942,1724183040985631227,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012708341109775715,0.9999991924900051,0.0,0.0,0.0,0.0,0.0,5.568805583643117e-05
1724183041016657591,8943,1724183041016657591,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012699702127467547,0.9999991935875042,0.0,0.0,0.0,0.0,0.0,5.568805583643117e-05
1724183041045881987,8944,1724183041045881987,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0011505165708384439,0.999999338155591,0.0,0.0,0.0,0.0,0.0,0.0010591879583058408
1724183041076621532,8945,1724183041076621532,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0011342371030718529,0.9999993567528901,0.0,0.0,0.0,0.0,0.0,0.0010591879583058408
1724183041096728563,8946,1724183041096728563,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0011235885473707343,0.9999993687741889,0.0,0.0,0.0,0.0,0.0,0.0010591879583058408
1724183041104959965,8947,1724183041104959965,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012404354294903732,0.9999992306596767,0.0,0.0,0.0,0.0,0.0,-0.003516264846175418
1724183041136862755,8948,1724183041136862755,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012965247139661786,0.9999991595114798,0.0,0.0,0.0,0.0,0.0,-0.003516264846175418
1724183041165079832,8949,1724183041165079832,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0011808646181667086,0.9999993027791337,0.0,0.0,0.0,0.0,0.0,0.001072094530587392
1724183041196872234,8950,1724183041196872234,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0011638223995857184,0.9999993227584818,0.0,0.0,0.0,0.0,0.0,0.001072094530587392
1724183041224988222,8951,1724183041224988222,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009661577234951573,0.9999995332695177,0.0,0.0,0.0,0.0,0.0,0.001891938373628111
